Gene	Rank	Rating	Type	Proximity	QTL	PCHiC	Description
CAV1	377	2.65	Peripheral	0	0	0	caveolin 1
CLTC	378	2.65	Core	0	0	1	clathrin heavy chain
TNFRSF25	379	2.649	Peripheral	0	0	0	TNF receptor superfamily member 25
MIR21	380	2.648	Core	1	0	1	microRNA 21
CEP350	381	2.647	Peripheral	0	0	0	centrosomal protein 350
CYTH1	382	2.646	Peripheral	0	0	0	cytohesin 1
SPATA2L	383	2.645	Peripheral	0	0	0	spermatogenesis associated 2 like
IL20	384	2.644	Peripheral	0	0	0	interleukin 20
SMARCE1	385	2.642	Peripheral	0	0	0	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1
ADO	386	2.641	Core	0	0	1	2-aminoethanethiol dioxygenase
PTK2	387	2.641	Peripheral	0	0	0	protein tyrosine kinase 2
HDAC1	388	2.641	Peripheral	0	0	0	histone deacetylase 1
IL9R	389	2.64	Peripheral	0	0	0	interleukin 9 receptor
CCR1	390	2.639	Core	0	0	1	C-C motif chemokine receptor 1
IFNA5	391	2.637	Peripheral	0	0	0	interferon alpha 5
TRIM40	392	2.636	Peripheral	0	0	0	tripartite motif containing 40
BRAP	393	2.635	Core	1	1	0	BRCA1 associated protein
IFNA14	394	2.635	Peripheral	0	0	0	interferon alpha 14
FCER2	395	2.634	Peripheral	0	0	0	Fc epsilon receptor II
GPR18	396	2.633	Core	1	0	1	G protein-coupled receptor 18
EBI3	397	2.633	Peripheral	0	0	0	Epstein-Barr virus induced 3
LYN	398	2.632	Peripheral	0	0	0	LYN proto-oncogene, Src family tyrosine kinase
GTF3A	399	2.632	Peripheral	0	0	0	general transcription factor IIIA
PRKCD	400	2.631	Peripheral	0	0	0	protein kinase C delta
IRAK2	401	2.631	Peripheral	0	0	0	interleukin 1 receptor associated kinase 2
IKZF1	402	2.63	Core	0	0	1	IKAROS family zinc finger 1
HLA-A	403	2.627	Peripheral	0	0	0	major histocompatibility complex, class I, A
TBC1D4	404	2.627	Peripheral	0	0	0	TBC1 domain family member 4
UTRN	405	2.627	Peripheral	0	0	0	utrophin
PRKCB	406	2.625	Core	1	0	0	protein kinase C beta
PRKACG	407	2.625	Peripheral	0	0	0	protein kinase cAMP-activated catalytic subunit gamma
BRCA1	408	2.621	Peripheral	0	0	0	BRCA1 DNA repair associated
TNIP2	409	2.62	Peripheral	0	0	0	TNFAIP3 interacting protein 2
CLEC4M	410	2.618	Peripheral	0	0	0	C-type lectin domain family 4 member M
HLA-B	411	2.617	Peripheral	0	0	0	major histocompatibility complex, class I, B
SMARCD1	412	2.615	Peripheral	0	0	0	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1
VAMP2	413	2.615	Peripheral	0	0	0	vesicle associated membrane protein 2
TGFBR1	414	2.611	Peripheral	0	0	0	transforming growth factor beta receptor 1
IL5RA	415	2.611	Peripheral	0	0	0	interleukin 5 receptor subunit alpha
SMARCC2	416	2.609	Peripheral	0	0	0	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2
CSF3R	417	2.608	Peripheral	0	0	0	colony stimulating factor 3 receptor
PSMG2	418	2.608	Core	0	0	1	proteasome assembly chaperone 2
CACNA1A	419	2.605	Peripheral	0	0	0	calcium voltage-gated channel subunit alpha1 A
RELB	420	2.604	Peripheral	0	0	0	RELB proto-oncogene, NF-kB subunit
SMARCC1	421	2.604	Peripheral	0	0	0	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1
CDK5R1	422	2.604	Peripheral	0	0	0	cyclin dependent kinase 5 regulatory subunit 1
UBASH3A	423	2.603	Core	1	0	0	ubiquitin associated and SH3 domain containing A
STX4	424	2.602	Core	1	0	0	syntaxin 4
ISG15	425	2.602	Peripheral	0	0	0	ISG15 ubiquitin like modifier
NAA30	426	2.6	Peripheral	0	0	0	N-alpha-acetyltransferase 30, NatC catalytic subunit
CCL19	427	2.598	Core	1	0	0	C-C motif chemokine ligand 19
EGFLAM	428	2.597	Peripheral	0	0	0	EGF like, fibronectin type III and laminin G domains
EYS	428	2.597	Peripheral	0	0	0	eyes shut homolog
CASP1	430	2.597	Peripheral	0	0	0	caspase 1
EPOR	431	2.596	Peripheral	0	0	0	erythropoietin receptor
NFATC1	432	2.593	Peripheral	0	0	0	nuclear factor of activated T cells 1
GRB7	433	2.593	Core	1	0	0	growth factor receptor bound protein 7
SP1	434	2.593	Peripheral	0	0	0	Sp1 transcription factor
CD244	435	2.593	Core	1	0	0	CD244 molecule
SMARCB1	436	2.592	Peripheral	0	0	0	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1
HDAC2	437	2.592	Peripheral	0	0	0	histone deacetylase 2
PPP2R2A	438	2.59	Peripheral	0	0	0	protein phosphatase 2 regulatory subunit Balpha
LIFR	439	2.587	Peripheral	0	0	0	LIF receptor subunit alpha
AAMP	440	2.587	Core	0	0	1	angio associated migratory cell protein
TRIM24	441	2.586	Peripheral	0	0	0	tripartite motif containing 24
PPP2R1A	442	2.585	Peripheral	0	0	0	protein phosphatase 2 scaffold subunit Aalpha
UBA52	443	2.584	Peripheral	0	0	0	ubiquitin A-52 residue ribosomal protein fusion product 1
PRKACB	444	2.583	Peripheral	0	0	0	protein kinase cAMP-activated catalytic subunit beta
CAPN7	445	2.582	Peripheral	0	0	0	calpain 7
MAP3K1	446	2.58	Peripheral	0	0	0	mitogen-activated protein kinase kinase kinase 1
ITCH	447	2.577	Peripheral	0	0	0	itchy E3 ubiquitin protein ligase
CD80	448	2.577	Peripheral	0	0	0	CD80 molecule
AMT	449	2.576	Core	1	0	0	aminomethyltransferase
SCARNA5	450	2.575	Core	1	0	0	small Cajal body-specific RNA 5
RNU6-402P	451	2.574	Core	0	0	1	RNA, U6 small nuclear 402, pseudogene
IL1RAP	452	2.574	Peripheral	0	0	0	interleukin 1 receptor accessory protein
GPR183	453	2.574	Core	1	0	1	G protein-coupled receptor 183
PIAS3	454	2.573	Peripheral	0	0	0	protein inhibitor of activated STAT 3
NR3C1	455	2.572	Peripheral	0	0	0	nuclear receptor subfamily 3 group C member 1
MIB2	456	2.571	Peripheral	0	0	0	MIB E3 ubiquitin protein ligase 2
XPO1	457	2.57	Peripheral	0	0	0	exportin 1
LIN7B	458	2.57	Peripheral	0	0	0	lin-7 homolog B, crumbs cell polarity complex component
FYN	459	2.569	Peripheral	0	0	0	FYN proto-oncogene, Src family tyrosine kinase
FHL5	460	2.568	Peripheral	0	0	0	four and a half LIM domains 5
PLCG2	461	2.568	Peripheral	0	0	0	phospholipase C gamma 2
EZH2	462	2.567	Core	0	0	1	enhancer of zeste 2 polycomb repressive complex 2 subunit
NFATC2	463	2.566	Peripheral	0	0	0	nuclear factor of activated T cells 2
RN7SKP9	464	2.56	Core	1	0	1	RN7SK pseudogene 9
UBAC2-AS1	464	2.56	Core	1	0	1	UBAC2 antisense RNA 1
ZNF668	466	2.56	Core	1	0	1	zinc finger protein 668
KPNB1	467	2.558	Core	1	0	0	karyopherin subunit beta 1
YES1	468	2.557	Peripheral	0	0	0	YES proto-oncogene 1, Src family tyrosine kinase
GNA12	469	2.557	Core	1	0	0	G protein subunit alpha 12
ST14	470	2.555	Peripheral	0	0	0	ST14 transmembrane serine protease matriptase
RAF1	471	2.554	Peripheral	0	0	0	Raf-1 proto-oncogene, serine/threonine kinase
CDKN1A	472	2.552	Peripheral	0	0	0	cyclin dependent kinase inhibitor 1A
NAA50	473	2.552	Peripheral	0	0	0	N-alpha-acetyltransferase 50, NatE catalytic subunit
MAPK8	474	2.55	Peripheral	0	0	0	mitogen-activated protein kinase 8
MIR623	475	2.55	Core	1	0	1	microRNA 623
EFNA1	476	2.549	Core	1	0	0	ephrin A1
PLAU	477	2.547	Core	1	1	0	plasminogen activator, urokinase
HDAC7	478	2.547	Core	1	0	0	histone deacetylase 7
PRKCI	479	2.545	Peripheral	0	0	0	protein kinase C iota
PRKCA	480	2.544	Peripheral	0	0	0	protein kinase C alpha
LRPPRC	481	2.543	Peripheral	0	0	0	leucine rich pentatricopeptide repeat containing
GPX1	482	2.542	Core	1	0	0	glutathione peroxidase 1
MAPK9	483	2.541	Peripheral	0	0	0	mitogen-activated protein kinase 9
IFIT2	484	2.538	Core	0	0	1	interferon induced protein with tetratricopeptide repeats 2
TLR9	485	2.537	Peripheral	0	0	0	toll like receptor 9
B2M	486	2.536	Peripheral	0	0	0	beta-2-microglobulin
CDC27	487	2.535	Core	0	0	1	cell division cycle 27
MITF	488	2.535	Peripheral	0	0	0	melanocyte inducing transcription factor
C3	489	2.534	Peripheral	0	0	0	complement C3
PTPN13	490	2.533	Peripheral	0	0	0	protein tyrosine phosphatase non-receptor type 13
PPP1CC	491	2.532	Peripheral	0	0	0	protein phosphatase 1 catalytic subunit gamma
RAB7A	492	2.531	Peripheral	0	0	0	RAB7A, member RAS oncogene family
STXBP1	493	2.528	Peripheral	0	0	0	syntaxin binding protein 1
CDC37	494	2.525	Core	1	0	1	cell division cycle 37, HSP90 cochaperone
EZR	495	2.524	Peripheral	0	0	0	ezrin
QKI	496	2.524	Core	0	0	1	QKI, KH domain containing RNA binding
LCE4A	497	2.523	Peripheral	0	0	0	late cornified envelope 4A
KIF17	498	2.521	Peripheral	0	0	0	kinesin family member 17
SNAPC4	499	2.52	Core	1	0	0	small nuclear RNA activating complex polypeptide 4
LCE1C	500	2.52	Peripheral	0	0	0	late cornified envelope 1C
TERT	501	2.518	Peripheral	0	0	0	telomerase reverse transcriptase
FUS	502	2.516	Core	0	0	1	FUS RNA binding protein
ATG9A	503	2.516	Peripheral	0	0	0	autophagy related 9A
ABO	504	2.515	Peripheral	0	0	0	ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase
IRF6	505	2.514	Peripheral	0	0	0	interferon regulatory factor 6
CXCR2	506	2.514	Core	1	0	0	C-X-C motif chemokine receptor 2
LCE5A	507	2.514	Peripheral	0	0	0	late cornified envelope 5A
PXN	508	2.512	Peripheral	0	0	0	paxillin
CPLX1	509	2.512	Peripheral	0	0	0	complexin 1
A1BG	510	2.51	Peripheral	0	0	0	alpha-1-B glycoprotein
IFNE	511	2.51	Peripheral	0	0	0	interferon epsilon
KAT2B	512	2.509	Peripheral	0	0	0	lysine acetyltransferase 2B
NFATC3	513	2.509	Peripheral	0	0	0	nuclear factor of activated T cells 3
LCE1F	514	2.509	Peripheral	0	0	0	late cornified envelope 1F
NOTCH1	515	2.508	Core	1	0	0	notch receptor 1
VEGFA	516	2.508	Peripheral	0	0	0	vascular endothelial growth factor A
PARK7	517	2.506	Core	1	0	0	Parkinsonism associated deglycase
CAPNS1	518	2.506	Peripheral	0	0	0	calpain small subunit 1
KIF11	519	2.506	Core	1	0	0	kinesin family member 11
AGR3	520	2.505	Peripheral	0	0	0	anterior gradient 3, protein disulphide isomerase family member
LCE2D	521	2.505	Peripheral	0	0	0	late cornified envelope 2D
BCL10	522	2.505	Peripheral	0	0	0	BCL10 immune signaling adaptor
CTNNB1	523	2.505	Peripheral	0	0	0	catenin beta 1
FASLG	524	2.504	Peripheral	0	0	0	Fas ligand
CACNA1S	525	2.502	Core	1	0	0	calcium voltage-gated channel subunit alpha1 S
SNX17	526	2.501	Core	1	0	0	sorting nexin 17
SHC3	527	2.5	Peripheral	0	0	0	SHC adaptor protein 3
ANKRD49	528	2.5	Peripheral	0	0	0	ankyrin repeat domain 49
SHC4	529	2.5	Peripheral	0	0	0	SHC adaptor protein 4
RAB28	530	2.499	Peripheral	0	0	0	RAB28, member RAS oncogene family
LCE1D	531	2.499	Peripheral	0	0	0	late cornified envelope 1D
SHC2	532	2.498	Peripheral	0	0	0	SHC adaptor protein 2
P4HA2	533	2.496	Core	1	0	0	prolyl 4-hydroxylase subunit alpha 2
LELP1	534	2.496	Peripheral	0	0	0	late cornified envelope like proline rich 1
TMPRSS13	535	2.495	Peripheral	0	0	0	transmembrane serine protease 13
CCL4L1	536	2.495	Peripheral	0	0	0	C-C motif chemokine ligand 4 like 1
ADRA1B	537	2.495	Core	0	0	1	adrenoceptor alpha 1B
MX1	538	2.495	Peripheral	0	0	0	MX dynamin like GTPase 1
RNU1-73P	539	2.494	Core	0	0	1	RNA, U1 small nuclear 73, pseudogene
GM2A	540	2.494	Core	0	0	1	GM2 ganglioside activator
LCE2A	541	2.492	Peripheral	0	0	0	late cornified envelope 2A
RAC1	542	2.492	Peripheral	0	0	0	Rac family small GTPase 1
SYN2	543	2.491	Peripheral	0	0	0	synapsin II
CXCL8	544	2.49	Peripheral	0	0	0	C-X-C motif chemokine ligand 8
LCE1A	545	2.489	Peripheral	0	0	0	late cornified envelope 1A
LCE1E	546	2.488	Peripheral	0	0	0	late cornified envelope 1E
LORICRIN	547	2.487	Peripheral	0	0	0	loricrin cornified envelope precursor protein
ITGA4	548	2.487	Peripheral	0	0	0	integrin subunit alpha 4
CD86	549	2.487	Peripheral	0	0	0	CD86 molecule
CREB1	550	2.487	Peripheral	0	0	0	cAMP responsive element binding protein 1
B3GALT1	551	2.486	Peripheral	0	0	0	beta-1,3-galactosyltransferase 1
MTOR	552	2.484	Peripheral	0	0	0	mechanistic target of rapamycin kinase
LCE6A	553	2.484	Peripheral	0	0	0	late cornified envelope 6A
PRKAR2B	554	2.484	Peripheral	0	0	0	protein kinase cAMP-dependent type II regulatory subunit beta
PPP2R5D	555	2.483	Peripheral	0	0	0	protein phosphatase 2 regulatory subunit B'delta
LEP	556	2.483	Peripheral	0	0	0	leptin
SIK3	557	2.483	Peripheral	0	0	0	SIK family kinase 3
BCL2L11	558	2.482	Peripheral	0	0	0	BCL2 like 11
SPRR2A	559	2.482	Peripheral	0	0	0	small proline rich protein 2A
WWC1	560	2.48	Peripheral	0	0	0	WW and C2 domain containing 1
BCL2	561	2.479	Peripheral	0	0	0	BCL2 apoptosis regulator
LEPR	562	2.478	Peripheral	0	0	0	leptin receptor
CXCL2	563	2.478	Peripheral	0	0	0	C-X-C motif chemokine ligand 2
SYT1	564	2.478	Peripheral	0	0	0	synaptotagmin 1
DRP2	565	2.477	Peripheral	0	0	0	dystrophin related protein 2
CXCL1	566	2.476	Peripheral	0	0	0	C-X-C motif chemokine ligand 1
SLC2A4	567	2.476	Peripheral	0	0	0	solute carrier family 2 member 4
LCE1B	568	2.475	Peripheral	0	0	0	late cornified envelope 1B
FUT4	569	2.475	Peripheral	0	0	0	fucosyltransferase 4
STX1A	570	2.474	Peripheral	0	0	0	syntaxin 1A
B3GALNT2	571	2.473	Peripheral	0	0	0	beta-1,3-N-acetylgalactosaminyltransferase 2
VWF	572	2.473	Core	0	0	1	von Willebrand factor
B3GALT2	573	2.472	Peripheral	0	0	0	beta-1,3-galactosyltransferase 2
TGFB1I1	574	2.47	Core	0	0	1	transforming growth factor beta 1 induced transcript 1
ROBO1	575	2.47	Peripheral	0	0	0	roundabout guidance receptor 1
PRKACA	576	2.469	Peripheral	0	0	0	protein kinase cAMP-activated catalytic subunit alpha
IFITM1	577	2.469	Peripheral	0	0	0	interferon induced transmembrane protein 1
IVL	578	2.469	Peripheral	0	0	0	involucrin
IFI27	579	2.468	Peripheral	0	0	0	interferon alpha inducible protein 27
IFI6	579	2.468	Peripheral	0	0	0	interferon alpha inducible protein 6
ISG20	581	2.468	Peripheral	0	0	0	interferon stimulated exonuclease gene 20
RPTN	582	2.468	Peripheral	0	0	0	repetin
PTPN21	583	2.467	Core	0	0	1	protein tyrosine phosphatase non-receptor type 21
CCL22	584	2.466	Peripheral	0	0	0	C-C motif chemokine ligand 22
IFI35	585	2.466	Peripheral	0	0	0	interferon induced protein 35
UQCRQ	586	2.466	Core	0	0	1	ubiquinol-cytochrome c reductase complex III subunit VII
SPI1	587	2.466	Peripheral	0	0	0	Spi-1 proto-oncogene
TPM1	588	2.465	Peripheral	0	0	0	tropomyosin 1
RAB14	589	2.464	Peripheral	0	0	0	RAB14, member RAS oncogene family
UBE2J2	590	2.463	Core	1	0	1	ubiquitin conjugating enzyme E2 J2
IFIT5	591	2.463	Peripheral	0	0	0	interferon induced protein with tetratricopeptide repeats 5
XAF1	592	2.462	Peripheral	0	0	0	XIAP associated factor 1
SOWAHA	593	2.462	Core	0	0	1	sosondowah ankyrin repeat domain family member A
OAS1	594	2.461	Peripheral	0	0	0	2'-5'-oligoadenylate synthetase 1
PPT1	595	2.461	Peripheral	0	0	0	palmitoyl-protein thioesterase 1
IFITM3	596	2.461	Peripheral	0	0	0	interferon induced transmembrane protein 3
IFITM2	597	2.46	Peripheral	0	0	0	interferon induced transmembrane protein 2
OAS2	598	2.46	Peripheral	0	0	0	2'-5'-oligoadenylate synthetase 2
OAS3	598	2.46	Peripheral	0	0	0	2'-5'-oligoadenylate synthetase 3
CCL3L3	600	2.459	Peripheral	0	0	0	C-C motif chemokine ligand 3 like 3
RNASEL	601	2.459	Peripheral	0	0	0	ribonuclease L
HNRNPA2B1	602	2.459	Core	0	0	1	heterogeneous nuclear ribonucleoprotein A2/B1
GDF9	603	2.458	Core	0	0	1	growth differentiation factor 9
ATF4	604	2.458	Peripheral	0	0	0	activating transcription factor 4
PMPCA	605	2.457	Core	1	0	0	peptidase, mitochondrial processing subunit alpha
ARRB1	606	2.457	Peripheral	0	0	0	arrestin beta 1
PRX	607	2.456	Peripheral	0	0	0	periaxin
IL37	608	2.456	Peripheral	0	0	0	interleukin 37
PPP1CB	609	2.455	Peripheral	0	0	0	protein phosphatase 1 catalytic subunit beta
CDK5	610	2.454	Peripheral	0	0	0	cyclin dependent kinase 5
ATG101	611	2.454	Peripheral	0	0	0	autophagy related 101
IP6K2	612	2.453	Peripheral	0	0	0	inositol hexakisphosphate kinase 2
EGR1	613	2.453	Peripheral	0	0	0	early growth response 1
PTPN22	614	2.453	Core	1	0	0	protein tyrosine phosphatase non-receptor type 22
CDK2	615	2.452	Peripheral	0	0	0	cyclin dependent kinase 2
ADCY3	616	2.451	Core	1	0	0	adenylate cyclase 3
ACTA1	617	2.451	Peripheral	0	0	0	actin alpha 1, skeletal muscle
CCR5	618	2.451	Core	1	0	0	C-C motif chemokine receptor 5
PPP2CB	619	2.451	Peripheral	0	0	0	protein phosphatase 2 catalytic subunit beta
MPL	620	2.451	Peripheral	0	0	0	MPL proto-oncogene, thrombopoietin receptor
ARID1A	621	2.45	Peripheral	0	0	0	AT-rich interaction domain 1A
IFIT3	622	2.449	Peripheral	0	0	0	interferon induced protein with tetratricopeptide repeats 3
PSMB8	623	2.449	Peripheral	0	0	0	proteasome 20S subunit beta 8
BST2	624	2.448	Peripheral	0	0	0	bone marrow stromal cell antigen 2
RSAD2	625	2.447	Peripheral	0	0	0	radical S-adenosyl methionine domain containing 2
HOXA2	626	2.447	Core	0	0	1	homeobox A2
HNF4A	627	2.447	Core	1	0	0	hepatocyte nuclear factor 4 alpha
PPP1CA	628	2.447	Peripheral	0	0	0	protein phosphatase 1 catalytic subunit alpha
GBP2	629	2.445	Peripheral	0	0	0	guanylate binding protein 2
ERBB3	630	2.445	Peripheral	0	0	0	erb-b2 receptor tyrosine kinase 3
SPRR1B	631	2.445	Peripheral	0	0	0	small proline rich protein 1B
CSF2RB	632	2.444	Peripheral	0	0	0	colony stimulating factor 2 receptor subunit beta
HDAC6	633	2.443	Peripheral	0	0	0	histone deacetylase 6
MX2	634	2.441	Peripheral	0	0	0	MX dynamin like GTPase 2
ACTA2	635	2.441	Core	1	0	0	actin alpha 2, smooth muscle
SPRR2E	636	2.441	Peripheral	0	0	0	small proline rich protein 2E
RGMB	637	2.44	Core	0	0	1	repulsive guidance molecule BMP co-receptor b
CDC42	638	2.44	Peripheral	0	0	0	cell division cycle 42
OASL	639	2.44	Peripheral	0	0	0	2'-5'-oligoadenylate synthetase like
RAP1B	640	2.439	Peripheral	0	0	0	RAP1B, member of RAS oncogene family
MEFV	641	2.437	Peripheral	0	0	0	MEFV innate immuity regulator, pyrin
INAVA	642	2.436	Core	1	0	0	innate immunity activator
MAPK10	643	2.436	Peripheral	0	0	0	mitogen-activated protein kinase 10
CD48	644	2.435	Core	0	0	1	CD48 molecule
SAMHD1	645	2.435	Peripheral	0	0	0	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1
IRF1-AS1	646	2.434	Core	1	0	0	IRF1 antisense RNA 1
SPRR2G	647	2.433	Peripheral	0	0	0	small proline rich protein 2G
ZNF646	648	2.433	Core	1	0	1	zinc finger protein 646
PIK3C3	649	2.433	Peripheral	0	0	0	phosphatidylinositol 3-kinase catalytic subunit type 3
CTLA4	650	2.432	Peripheral	0	0	0	cytotoxic T-lymphocyte associated protein 4
SIK1	651	2.432	Peripheral	0	0	0	salt inducible kinase 1
GCNT2	652	2.432	Peripheral	0	0	0	glucosaminyl (N-acetyl) transferase 2 (I blood group)
TNFRSF9	653	2.431	Core	1	0	0	TNF receptor superfamily member 9
ENKUR	654	2.431	Core	0	0	1	enkurin, TRPC channel interacting protein
TBKBP1	655	2.431	Core	1	0	0	TBK1 binding protein 1
PAK4	656	2.43	Peripheral	0	0	0	p21 (RAC1) activated kinase 4
ZFP36L1	657	2.428	Peripheral	0	0	0	ZFP36 ring finger protein like 1
TRIM25	658	2.428	Core	0	0	1	tripartite motif containing 25
FUT3	659	2.428	Peripheral	0	0	0	fucosyltransferase 3 (Lewis blood group)
PTGES3	660	2.428	Peripheral	0	0	0	prostaglandin E synthase 3
IFIT1	661	2.427	Peripheral	0	0	0	interferon induced protein with tetratricopeptide repeats 1
IL17A	662	2.427	Peripheral	0	0	0	interleukin 17A
CCL3	663	2.427	Peripheral	0	0	0	C-C motif chemokine ligand 3
CDSN	664	2.426	Peripheral	0	0	0	corneodesmosin
HIF1A	665	2.425	Peripheral	0	0	0	hypoxia inducible factor 1 subunit alpha
POMGNT2	666	2.425	Peripheral	0	0	0	protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)
S1PR4	667	2.424	Peripheral	0	0	0	sphingosine-1-phosphate receptor 4
HSPA6	668	2.424	Core	1	0	0	heat shock protein family A (Hsp70) member 6
LY96	669	2.421	Peripheral	0	0	0	lymphocyte antigen 96
MAP3K8	670	2.421	Core	1	0	0	mitogen-activated protein kinase kinase kinase 8
TLR5	671	2.421	Peripheral	0	0	0	toll like receptor 5
SHOC2	672	2.42	Peripheral	0	0	0	SHOC2 leucine rich repeat scaffold protein
MET	673	2.419	Peripheral	0	0	0	MET proto-oncogene, receptor tyrosine kinase
CD40LG	674	2.419	Peripheral	0	0	0	CD40 ligand
UBE2D1	675	2.417	Peripheral	0	0	0	ubiquitin conjugating enzyme E2 D1
POMK	676	2.416	Peripheral	0	0	0	protein O-mannose kinase
FSCN1	677	2.414	Peripheral	0	0	0	fascin actin-bundling protein 1
RCL1	678	2.414	Core	0	0	1	RNA terminal phosphate cyclase like 1
SPRR1A	679	2.413	Peripheral	0	0	0	small proline rich protein 1A
TRIM21	680	2.412	Peripheral	0	0	0	tripartite motif containing 21
SMURF1	681	2.412	Core	1	0	0	SMAD specific E3 ubiquitin protein ligase 1
PIK3CB	682	2.411	Peripheral	0	0	0	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta
CDKN2A	683	2.411	Peripheral	0	0	0	cyclin dependent kinase inhibitor 2A
CSF1R	684	2.41	Peripheral	0	0	0	colony stimulating factor 1 receptor
LTA	685	2.41	Peripheral	0	0	0	lymphotoxin alpha
SAG	686	2.407	Peripheral	0	0	0	S-antigen visual arrestin
TLN1	687	2.405	Peripheral	0	0	0	talin 1
GHR	688	2.404	Peripheral	0	0	0	growth hormone receptor
ADAR	689	2.404	Peripheral	0	0	0	adenosine deaminase RNA specific
UBASH3B	690	2.404	Peripheral	0	0	0	ubiquitin associated and SH3 domain containing B
EMSY	691	2.403	Core	1	0	0	EMSY transcriptional repressor, BRCA2 interacting
RIMS2	692	2.403	Peripheral	0	0	0	regulating synaptic membrane exocytosis 2
SOCS5	693	2.403	Peripheral	0	0	0	suppressor of cytokine signaling 5
CCL5	694	2.403	Peripheral	0	0	0	C-C motif chemokine ligand 5
TGFB1	695	2.403	Peripheral	0	0	0	transforming growth factor beta 1
FUT1	696	2.401	Peripheral	0	0	0	fucosyltransferase 1 (H blood group)
NCAPD2	697	2.401	Core	0	0	1	non-SMC condensin I complex subunit D2
FEM1A	698	2.4	Peripheral	0	0	0	fem-1 homolog A
B4GALT4	699	2.4	Peripheral	0	0	0	beta-1,4-galactosyltransferase 4
FEN1	700	2.4	Core	1	0	0	flap structure-specific endonuclease 1
FUT6	701	2.399	Peripheral	0	0	0	fucosyltransferase 6
FUT5	702	2.399	Peripheral	0	0	0	fucosyltransferase 5
NRBF2	703	2.399	Core	0	0	1	nuclear receptor binding factor 2
PRKAR1B	704	2.398	Peripheral	0	0	0	protein kinase cAMP-dependent type I regulatory subunit beta
ROBO3	705	2.398	Peripheral	0	0	0	roundabout guidance receptor 3
CCNP	706	2.398	Peripheral	0	0	0	cyclin P
